Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2011,2011,tonnes,183,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2012,2012,tonnes,350,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2013,2013,tonnes,158,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2014,2014,tonnes,1022.34,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2015,2015,tonnes,541.5,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2016,2016,tonnes,69.27,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2017,2017,tonnes,199.52,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2018,2018,tonnes,15.65,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2019,2019,tonnes,14.91,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2020,2020,tonnes,486.2,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.02,Coffee extracts,2021,2021,tonnes,16.06,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23912.01,Coffee substitutes,2012,2012,tonnes,3,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23911,"Coffee, decaffeinated or roasted",2011,2011,tonnes,3,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23911,"Coffee, decaffeinated or roasted",2012,2012,tonnes,4,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23911,"Coffee, decaffeinated or roasted",2013,2013,tonnes,5,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23911,"Coffee, decaffeinated or roasted",2014,2014,tonnes,14.09,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23911,"Coffee, decaffeinated or roasted",2015,2015,tonnes,16.89,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23911,"Coffee, decaffeinated or roasted",2016,2016,tonnes,20.54,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23911,"Coffee, decaffeinated or roasted",2017,2017,tonnes,11.86,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,21.93,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,16.23,A,Official figure
TM,Detailed trade matrix,840,United States of America,218,Ecuador,5610,Import Quantity,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,15.16,A,Official figure
