Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Modified Countries,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,885.74,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,836.84,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,932.31,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,39150.01,Coffee husks and skins,2018,2018,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,39150.01,Coffee husks and skins,2020,2020,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,39150.01,Coffee husks and skins,2021,2021,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,23912.01,Coffee substitutes,2018,2018,tonnes,0.09,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,23912.01,Coffee substitutes,2019,2019,tonnes,0.04,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0.01,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,0.6,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,0.25,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,0.03,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.05,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,27248.15,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,36350.13,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,31935.81,A,Official figure,,
TM,Detailed trade matrix,356,India,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,33054.16,A,Official figure,,
TM,Detailed trade matrix,356,India,300,Greece,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,36.09,A,Official figure,,
TM,Detailed trade matrix,356,India,300,Greece,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,36.85,A,Official figure,,
TM,Detailed trade matrix,356,India,300,Greece,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,62.32,A,Official figure,,
TM,Detailed trade matrix,356,India,300,Greece,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,42.48,A,Official figure,,
TM,Detailed trade matrix,356,India,300,Greece,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0.12,A,Official figure,,
TM,Detailed trade matrix,356,India,300,Greece,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,6163.8,A,Official figure,,
TM,Detailed trade matrix,356,India,300,Greece,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,5948.17,A,Official figure,,
TM,Detailed trade matrix,356,India,300,Greece,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,5144.8,A,Official figure,,
TM,Detailed trade matrix,356,India,300,Greece,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,7554.19,A,Official figure,,
TM,Detailed trade matrix,356,India,348,Hungary,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,112.27,A,Official figure,,
TM,Detailed trade matrix,356,India,348,Hungary,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,6.28,A,Official figure,,
TM,Detailed trade matrix,356,India,348,Hungary,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,0.21,A,Official figure,,
TM,Detailed trade matrix,356,India,348,Hungary,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,0.1,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,1.05,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,0.25,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,0.6,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,86.26,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,39150.01,Coffee husks and skins,2019,2019,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,39150.01,Coffee husks and skins,2020,2020,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23912.01,Coffee substitutes,2018,2018,tonnes,0.1,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23912.01,Coffee substitutes,2019,2019,tonnes,0.09,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23912.01,Coffee substitutes,2020,2020,tonnes,0.04,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0.07,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,0.5,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,0.05,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.52,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,9.6,A,Official figure,,
TM,Detailed trade matrix,356,India,372,Ireland,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,24.31,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,162.13,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,356.74,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,379.81,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,1009.32,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,23912.01,Coffee substitutes,2020,2020,tonnes,0.05,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,1.3,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,0.29,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,30.22,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,74868.17,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,70787.38,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,57501.31,A,Official figure,,
TM,Detailed trade matrix,356,India,380,Italy,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,67355,A,Official figure,,
TM,Detailed trade matrix,356,India,428,Latvia,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,268.85,A,Official figure,,
TM,Detailed trade matrix,356,India,428,Latvia,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,216.93,A,Official figure,,
TM,Detailed trade matrix,356,India,428,Latvia,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,259.25,A,Official figure,,
TM,Detailed trade matrix,356,India,428,Latvia,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,299.02,A,Official figure,,
TM,Detailed trade matrix,356,India,428,Latvia,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,1.2,A,Official figure,,
TM,Detailed trade matrix,356,India,428,Latvia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,207,A,Official figure,,
TM,Detailed trade matrix,356,India,428,Latvia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,390,A,Official figure,,
TM,Detailed trade matrix,356,India,428,Latvia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,376.9,A,Official figure,,
TM,Detailed trade matrix,356,India,428,Latvia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,572.45,A,Official figure,,
TM,Detailed trade matrix,356,India,440,Lithuania,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,264.38,A,Official figure,,
TM,Detailed trade matrix,356,India,440,Lithuania,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,126.5,A,Official figure,,
TM,Detailed trade matrix,356,India,440,Lithuania,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,51.73,A,Official figure,,
TM,Detailed trade matrix,356,India,440,Lithuania,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,52.25,A,Official figure,,
TM,Detailed trade matrix,356,India,440,Lithuania,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,0.05,A,Official figure,,
TM,Detailed trade matrix,356,India,440,Lithuania,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,57.6,A,Official figure,,
TM,Detailed trade matrix,356,India,440,Lithuania,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,38.4,A,Official figure,,
TM,Detailed trade matrix,356,India,440,Lithuania,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,75.68,A,Official figure,,
TM,Detailed trade matrix,356,India,442,Luxembourg,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,10.02,A,Official figure,,
TM,Detailed trade matrix,356,India,442,Luxembourg,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,16.15,A,Official figure,,
TM,Detailed trade matrix,356,India,442,Luxembourg,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,17.5,A,Official figure,,
TM,Detailed trade matrix,356,India,470,Malta,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,356,India,470,Malta,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0.12,A,Official figure,,
TM,Detailed trade matrix,356,India,470,Malta,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,19,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,249.19,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,440.83,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,816.14,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,586.43,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,23912.01,Coffee substitutes,2018,2018,tonnes,0.1,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,23912.01,Coffee substitutes,2020,2020,tonnes,0.35,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0.67,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,0.2,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.2,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,1800.76,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,1793.2,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,1192.7,A,Official figure,,
TM,Detailed trade matrix,356,India,528,Netherlands,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1149.37,A,Official figure,,
TM,Detailed trade matrix,356,India,616,Poland,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,4547.84,A,Official figure,,
TM,Detailed trade matrix,356,India,616,Poland,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,4793.24,A,Official figure,,
TM,Detailed trade matrix,356,India,616,Poland,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,5488.35,A,Official figure,,
TM,Detailed trade matrix,356,India,616,Poland,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,4912.95,A,Official figure,,
TM,Detailed trade matrix,356,India,616,Poland,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,356,India,616,Poland,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,2615.1,A,Official figure,,
TM,Detailed trade matrix,356,India,616,Poland,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,2042.6,A,Official figure,,
TM,Detailed trade matrix,356,India,616,Poland,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,939.4,A,Official figure,,
TM,Detailed trade matrix,356,India,616,Poland,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,877.96,A,Official figure,,
TM,Detailed trade matrix,356,India,620,Portugal,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,163,A,Official figure,,
TM,Detailed trade matrix,356,India,620,Portugal,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,925.32,A,Official figure,,
TM,Detailed trade matrix,356,India,620,Portugal,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,1273.34,A,Official figure,,
TM,Detailed trade matrix,356,India,620,Portugal,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,1321.92,A,Official figure,,
TM,Detailed trade matrix,356,India,620,Portugal,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,3333.8,A,Official figure,,
TM,Detailed trade matrix,356,India,620,Portugal,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,3509.4,A,Official figure,,
TM,Detailed trade matrix,356,India,620,Portugal,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,2357.6,A,Official figure,,
TM,Detailed trade matrix,356,India,620,Portugal,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,2429,A,Official figure,,
TM,Detailed trade matrix,356,India,642,Romania,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,203,A,Official figure,,
TM,Detailed trade matrix,356,India,642,Romania,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,161.96,A,Official figure,,
TM,Detailed trade matrix,356,India,642,Romania,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,221.46,A,Official figure,,
TM,Detailed trade matrix,356,India,642,Romania,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,181.09,A,Official figure,,
TM,Detailed trade matrix,356,India,642,Romania,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,0.5,A,Official figure,,
TM,Detailed trade matrix,356,India,642,Romania,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,784.6,A,Official figure,,
TM,Detailed trade matrix,356,India,642,Romania,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,152.8,A,Official figure,,
TM,Detailed trade matrix,356,India,642,Romania,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,115,A,Official figure,,
TM,Detailed trade matrix,356,India,642,Romania,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,268.8,A,Official figure,,
TM,Detailed trade matrix,356,India,703,Slovakia,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,33.4,A,Official figure,,
TM,Detailed trade matrix,356,India,703,Slovakia,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,46.38,A,Official figure,,
TM,Detailed trade matrix,356,India,703,Slovakia,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,7.5,A,Official figure,,
TM,Detailed trade matrix,356,India,703,Slovakia,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,7.62,A,Official figure,,
TM,Detailed trade matrix,356,India,705,Slovenia,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,20.73,A,Official figure,,
TM,Detailed trade matrix,356,India,705,Slovenia,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,6.4,A,Official figure,,
TM,Detailed trade matrix,356,India,705,Slovenia,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,21.12,A,Official figure,,
TM,Detailed trade matrix,356,India,705,Slovenia,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,9.2,A,Official figure,,
TM,Detailed trade matrix,356,India,705,Slovenia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,6778.9,A,Official figure,,
TM,Detailed trade matrix,356,India,705,Slovenia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,6487.8,A,Official figure,,
TM,Detailed trade matrix,356,India,705,Slovenia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,5491.58,A,Official figure,,
TM,Detailed trade matrix,356,India,705,Slovenia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,3345.5,A,Official figure,,
TM,Detailed trade matrix,356,India,724,Spain,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,707.2,A,Official figure,,
TM,Detailed trade matrix,356,India,724,Spain,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,547.51,A,Official figure,,
TM,Detailed trade matrix,356,India,724,Spain,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,397.28,A,Official figure,,
TM,Detailed trade matrix,356,India,724,Spain,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,381.33,A,Official figure,,
TM,Detailed trade matrix,356,India,724,Spain,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0.04,A,Official figure,,
TM,Detailed trade matrix,356,India,724,Spain,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,0.25,A,Official figure,,
TM,Detailed trade matrix,356,India,724,Spain,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,7090.14,A,Official figure,,
TM,Detailed trade matrix,356,India,724,Spain,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,5090.1,A,Official figure,,
TM,Detailed trade matrix,356,India,724,Spain,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,4913.08,A,Official figure,,
TM,Detailed trade matrix,356,India,724,Spain,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,5682.2,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,0.08,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,4.91,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,0.5,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,23912.01,Coffee substitutes,2019,2019,tonnes,0.02,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,23912.01,Coffee substitutes,2020,2020,tonnes,0.01,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0.02,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.05,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,283,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,165.02,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,170.15,A,Official figure,,
TM,Detailed trade matrix,356,India,752,Sweden,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,85.53,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,40,Austria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.02,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,40,Austria,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,0.02,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,56,Belgium,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,0.24,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,56,Belgium,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,2.83,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,56,Belgium,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,0.28,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,56,Belgium,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,0.27,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,0.7,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,0.4,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,56,Belgium,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,6206.99,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,16732.72,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,14758.11,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,14215.03,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,100,Bulgaria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,1.1,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,100,Bulgaria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,0.01,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,100,Bulgaria,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,1513.2,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,100,Bulgaria,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,734.44,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,100,Bulgaria,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,919.2,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,100,Bulgaria,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,594,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,196,Cyprus,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,0.01,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,196,Cyprus,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,196,Cyprus,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,203,Czechia,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.15,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,203,Czechia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,3.09,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,203,Czechia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,0.99,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,203,Czechia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,2.32,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,208,Denmark,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,62.64,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,39.25,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,75.53,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,41.3,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,233,Estonia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,130.2,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,246,Finland,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,134.41,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,159.45,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,153.6,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,56.4,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,250,France,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,0.35,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,250,France,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,6.21,A,Official figure,,
TM,Detailed trade matrix,360,Indonesia,250,France,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,0.25,A,Official figure,,
