Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Modified Countries,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,,
TM,Detailed trade matrix,156,"China, mainland",276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,4.98,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,6.77,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,2.49,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,1.3,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",276,Germany,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,23096.67,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",276,Germany,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,19823.39,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",276,Germany,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,12671.3,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",276,Germany,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,5519.44,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",300,Greece,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,11.25,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",300,Greece,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,1269.6,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",300,Greece,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,655.2,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",300,Greece,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,386.4,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",300,Greece,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,194.4,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",372,Ireland,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,1.2,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",372,Ireland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,0.2,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",380,Italy,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,126.78,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",380,Italy,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,91.2,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",380,Italy,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,0.44,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",380,Italy,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,0.06,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",380,Italy,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,88.07,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",380,Italy,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.45,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",380,Italy,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,787.8,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",380,Italy,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,894,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",380,Italy,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,674.4,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",380,Italy,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1219.8,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",428,Latvia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,79.2,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",440,Lithuania,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,6.25,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",440,Lithuania,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,12.85,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",440,Lithuania,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,18,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,49.92,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,73.99,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,3.62,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,9.37,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,1.15,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,0.22,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,0.11,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.09,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,561.6,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,494.94,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,2158.8,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",528,Netherlands,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,2274.85,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",616,Poland,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",616,Poland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,0.5,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",616,Poland,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,428.35,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",616,Poland,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,280.8,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",620,Portugal,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,38.4,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",620,Portugal,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,541.2,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",642,Romania,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,2.1,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",642,Romania,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,3.59,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",642,Romania,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,1.36,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",642,Romania,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,360.6,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",642,Romania,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,172.8,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",703,Slovakia,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,11.25,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",705,Slovenia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,38.04,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",705,Slovenia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,0.98,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",724,Spain,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,0,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",724,Spain,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,0.1,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",724,Spain,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,0.99,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",724,Spain,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,3.34,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",724,Spain,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,1.53,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",724,Spain,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,945,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",724,Spain,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,441,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",724,Spain,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,1218,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",724,Spain,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,882,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",752,Sweden,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,0.1,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",752,Sweden,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,3105,A,Official figure,,102496.87
TM,Detailed trade matrix,156,"China, mainland",752,Sweden,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,2472.72,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",752,Sweden,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,1774.2,A,Official figure,,
TM,Detailed trade matrix,156,"China, mainland",752,Sweden,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,912,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,40,Austria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,1.71,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,40,Austria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,1.66,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,40,Austria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,2.58,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,40,Austria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,2.8,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,40,Austria,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,0.07,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,40,Austria,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,10.54,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,40,Austria,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,14.61,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,40,Austria,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,2.27,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,456.16,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,506.55,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,349.43,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,492.59,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0.02,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,209.67,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,61.18,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,6.9,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.74,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,35757.05,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,37237.65,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,49746.16,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,56,Belgium,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,53108.79,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,100,Bulgaria,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,0.03,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,100,Bulgaria,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,0.03,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,100,Bulgaria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,1.52,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,100,Bulgaria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,16.58,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,100,Bulgaria,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.56,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,100,Bulgaria,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,19.26,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,100,Bulgaria,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1.04,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,191,Croatia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,19.97,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,191,Croatia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,20,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,191,Croatia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,41.01,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,191,Croatia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,19.25,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,196,Cyprus,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,0.14,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,196,Cyprus,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,403.81,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,196,Cyprus,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,519.36,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,196,Cyprus,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,327.38,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,203,Czechia,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,1,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,203,Czechia,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,3,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,203,Czechia,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,3.25,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,203,Czechia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,10.3,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,203,Czechia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,16.05,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,203,Czechia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,7.01,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,203,Czechia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,0.37,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,208,Denmark,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,51.74,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,208,Denmark,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,53.29,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,208,Denmark,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,42.95,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,208,Denmark,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,74.25,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,208,Denmark,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,12.13,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,208,Denmark,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,1469.12,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,1437.57,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,928.31,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,208,Denmark,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,1136.96,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,233,Estonia,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,15.4,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,233,Estonia,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,46.2,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,233,Estonia,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,9.08,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,233,Estonia,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,30.01,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,233,Estonia,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,5,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,233,Estonia,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,11.73,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,233,Estonia,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,307.62,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,233,Estonia,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,250.24,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,233,Estonia,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,270.82,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,233,Estonia,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,119.59,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,246,Finland,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,449.15,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,246,Finland,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,231,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,246,Finland,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,129.9,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,246,Finland,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,77,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,246,Finland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,20.97,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,246,Finland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,418.26,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,246,Finland,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,14955.74,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,15352.05,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,15016.11,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,246,Finland,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,11813.39,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,261.06,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,98.56,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,193.42,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,195.13,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,23912.01,Coffee substitutes,2019,2019,tonnes,0.11,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,104.83,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,64.14,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,3.25,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,21.04,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,7552.02,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,8087.79,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,8029.41,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,250,France,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,6113.11,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23912.02,Coffee extracts,2018,2018,tonnes,2067.47,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,2428.25,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23912.02,Coffee extracts,2020,2020,tonnes,1832.7,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23912.02,Coffee extracts,2021,2021,tonnes,1730.55,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23912.01,Coffee substitutes,2018,2018,tonnes,3.87,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23912.01,Coffee substitutes,2019,2019,tonnes,3.59,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23912.01,Coffee substitutes,2020,2020,tonnes,0.22,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23912.01,Coffee substitutes,2021,2021,tonnes,0.3,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,135.45,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,11.64,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2020,2020,tonnes,20.85,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,35.94,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,58143.19,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,65229.43,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,59907.51,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,276,Germany,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,54097.31,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,300,Greece,5910,Export Quantity,,23912.02,Coffee extracts,2019,2019,tonnes,0.05,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,300,Greece,5910,Export Quantity,,23912.01,Coffee substitutes,2019,2019,tonnes,12.22,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,300,Greece,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,38.73,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,300,Greece,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2019,2019,tonnes,5.04,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,300,Greece,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2021,2021,tonnes,5.61,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,300,Greece,5910,Export Quantity,EU,1610,"Coffee, green",2018,2018,tonnes,1468.62,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,300,Greece,5910,Export Quantity,,1610,"Coffee, green",2019,2019,tonnes,2004.85,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,300,Greece,5910,Export Quantity,,1610,"Coffee, green",2020,2020,tonnes,1641.73,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,300,Greece,5910,Export Quantity,,1610,"Coffee, green",2021,2021,tonnes,2392.02,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,348,Hungary,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,0.13,A,Official figure,,
TM,Detailed trade matrix,170,Colombia,372,Ireland,5910,Export Quantity,,23911,"Coffee, decaffeinated or roasted",2018,2018,tonnes,38.41,A,Official figure,,
