Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2017","2017","tonnes","261.93","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2018","2018","tonnes","246.24","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2019","2019","tonnes","252.53","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2020","2020","tonnes","332.06","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2021","2021","tonnes","271.83","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2011","2011","tonnes","41912","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2012","2012","tonnes","46739","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2013","2013","tonnes","43684","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2014","2014","tonnes","39165.5","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2015","2015","tonnes","33659.13","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2016","2016","tonnes","38948.15","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2017","2017","tonnes","29694.4","A","Official figure"
"TM","Detailed trade matrix","188","Costa Rica","840","United States of America","5910","Export Quantity","01610","Coffee, green","2018","2018","tonnes","36294.86","A","Official figure"
