Domain Code,Domain,Reporter Country Code (M49),Reporter Countries,Partner Country Code (M49),Partner Countries,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2018","2018","tonnes","14499.91","I","Imputed value"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2019","2019","tonnes","15498.5","I","Imputed value"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2020","2020","tonnes","17966.77","I","Imputed value"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2021","2021","tonnes","16615.45","I","Imputed value"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","23912.01","Coffee substitutes","2020","2020","tonnes","19.2","A","Official figure"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","23912.01","Coffee substitutes","2021","2021","tonnes","0.21","A","Official figure"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2018","2018","tonnes","601.82","A","Official figure"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2019","2019","tonnes","564.46","A","Official figure"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2020","2020","tonnes","711.53","I","Imputed value"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","23911","Coffee, decaffeinated or roasted","2021","2021","tonnes","864.19","A","Official figure"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","01610","Coffee, green","2018","2018","tonnes","321008.97","A","Official figure"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","01610","Coffee, green","2019","2019","tonnes","439802.35","A","Official figure"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","01610","Coffee, green","2020","2020","tonnes","429560.67","A","Official figure"
"TM","Detailed trade matrix","076","Brazil","840","United States of America","5910","Export Quantity","01610","Coffee, green","2021","2021","tonnes","445607.72","A","Official figure"
"TM","Detailed trade matrix","156","China, mainland","840","United States of America","5910","Export Quantity","23912.02","Coffee extracts","2018","2018","tonnes","136.5","A","Official figure"
